congress,name,birth,position,party,state,death
74,"GUEVARA, Pedro",1879,Resident Commissioner,Nationalist,PI,1938
74,"GUFFEY, Joseph F.",1870,Senator,Democrat,PA,1959
74,"GUYER, Ulysses Samuel",1868,Representative,Republican,KS,1943
74,"GWYNNE, John Williams",1889,Representative,Republican,IA,1972
74,"HAINES, Harry Luther",1880,Representative,Democrat,PA,1947
74,"HALE, Frederick",1874,Senator,Republican,ME,1963
74,"HALLECK, Charles Abraham",1900,Representative,Republican,IN,1986
74,"HAMLIN, Simon Moulton",1866,Representative,Democrat,ME,1939
74,"HAMMOND, Peter Francis",1887,Representative,Democrat,OH,1971
74,"HANCOCK, Clarence Eugene",1885,Representative,Republican,NY,1948
74,"HANCOCK, Franklin Wills, Jr.",1894,Representative,Democrat,NC,1969
74,"HARLAN, Byron Berry",1886,Representative,Democrat,OH,1949
74,"HARRISON, Byron Patton (Pat)",1881,Senator,Democrat,MS,1941
74,"HART, Edward Joseph",1893,Representative,Democrat,NJ,1961
74,"HARTER, Dow Watters",1885,Representative,Democrat,OH,1971
74,"HARTLEY, Fred Allan, Jr.",1902,Representative,Republican,NJ,1969
74,"HASTINGS, Daniel Oren",1874,Senator,Republican,DE,1966
74,"HATCH, Carl Atwood",1889,Senator,Democrat,NM,1963
74,"HAYDEN, Carl Trumbull",1877,Senator,Democrat,AZ,1972
74,"HEALEY, Arthur Daniel",1889,Representative,Democrat,MA,1948
74,"HENNINGS, Thomas Carey, Jr.",1903,Representative,Democrat,MO,1960
74,"HESS, William Emil",1898,Representative,Republican,OH,1986
74,"HIGGINS, John Patrick",1893,Representative,Democrat,MA,1955
74,"HIGGINS, William Lincoln",1867,Representative,Republican,CT,1951
74,"HILDEBRANDT, Fred Herman",1874,Representative,Democrat,SD,1956
74,"HILL, Joseph Lister",1894,Representative,Democrat,AL,1984
74,"HILL, Knute",1876,Representative,Democrat,WA,1963
74,"HILL, Samuel Billingsley",1875,Representative,Democrat,WA,1958
74,"HILL, William Luther",1873,Senator,Democrat,FL,1951
74,"HITCHCOCK, Herbert Emery",1867,Senator,Democrat,SD,1958
74,"HOBBS, Samuel Francis",1887,Representative,Democrat,AL,1952
74,"HOEPPEL, John Henry",1881,Representative,Democrat,CA,1976
74,"HOFFMAN, Clare Eugene",1875,Representative,Republican,MI,1967
74,"HOLLISTER, John Baker",1890,Representative,Republican,OH,1979
74,"HOLMES, Pehr Gustaf",1881,Representative,Republican,MA,1952
74,"HOLT, Rush Dew",1905,Senator,Democrat,WV,1955
74,"HOOK, Frank Eugene",1893,Representative,Democrat,MI,1982
74,"HOPE, Clifford Ragsdale",1893,Representative,Republican,KS,1970
74,"HOUSTON, John Mills",1890,Representative,Democrat,KS,1975
74,"HOWARD, Guy Victor",1879,Senator,Republican,MN,1954
74,"HUDDLESTON, George",1869,Representative,Democrat,AL,1960
74,"HULL, Merlin",1870,Representative,Progressive,WI,1953
74,"IGLESIAS, Santiago",1872,Resident Commissioner,Coalitionist,PR,1939
74,"IGOE, Michael Lambert",1885,Representative,Democrat,IL,1967
74,"IMHOFF, Lawrence E.",1895,Representative,Democrat,OH,1988
74,"JACOBSEN, Bernhard Martin",1862,Representative,Democrat,IA,1936
74,"JENCKES, Virginia Ellis",1877,Representative,Democrat,IN,1975
74,"JENKINS, Thomas Albert",1880,Representative,Republican,OH,1959
74,"JOHNSON, George William",1869,Representative,Democrat,WV,1944
74,"JOHNSON, Hiram Warren",1866,Senator,Republican,CA,1945
74,"JOHNSON, Jed Joseph",1888,Representative,Democrat,OK,1963
74,"JOHNSON, Luther Alexander",1875,Representative,Democrat,TX,1965
74,"JONES, John Marvin",1882,Representative,Democrat,TX,1976
74,"KAHN, Florence Prag",1866,Representative,Republican,CA,1948
74,"KEE, John",1874,Representative,Democrat,WV,1951
74,"KELLER, Kent Ellsworth",1867,Representative,Democrat,IL,1954
74,"KELLY, Edward Austin",1892,Representative,Democrat,IL,1969
74,"KENNEDY, Ambrose Jerome",1893,Representative,Democrat,MD,1950
74,"KENNEDY, Martin John",1892,Representative,Democrat,NY,1955
74,"KENNEY, Edward Aloysius",1884,Representative,Democrat,NJ,1938
74,"KERR, John Hosea",1873,Representative,Democrat,NC,1958
74,"KEYES, Henry Wilder",1863,Senator,Republican,NH,1938
74,"KIMBALL, Henry Mahlon",1878,Representative,Republican,MI,1935
74,"KING, Samuel Wilder",1886,Delegate,Republican,HI,1959
74,"KING, William Henry",1863,Senator,Democrat,UT,1949
74,"KINZER, John Roland",1874,Representative,Republican,PA,1955
74,"KLEBERG, Richard Mifflin, Sr.",1887,Representative,Democrat,TX,1955
74,"KLOEB, Frank Le Blond",1890,Representative,Democrat,OH,1976
74,"KNIFFIN, Frank Charles",1894,Representative,Democrat,OH,1968
74,"KNUTSON, Harold",1880,Representative,Republican,MN,1953
74,"KOCIALKOWSKI, Leo Paul",1882,Representative,Democrat,IL,1958
74,"KOPPLEMANN, Herman Paul",1880,Representative,Democrat,CT,1957
74,"KRAMER, Charles",1879,Representative,Democrat,CA,1943
74,"KVALE, Paul John",1896,Representative,Farmer Laborite,MN,1960
74,"LA FOLLETTE, Robert Marion, Jr.",1895,Senator,Republican,WI,1953
74,"LAMBERTSON, William Purnell",1880,Representative,Republican,KS,1957
74,"LAMBETH, John Walter",1896,Representative,Democrat,NC,1961
74,"LAMNECK, Arthur Philip",1880,Representative,Democrat,OH,1944
74,"LANHAM, Fritz Garland",1880,Representative,Democrat,TX,1965
74,"LARRABEE, William Henry",1870,Representative,Democrat,IN,1960
74,"LEA, Clarence Frederick",1874,Representative,Democrat,CA,1964
74,"LEE, Joshua Bryan",1892,Representative,Democrat,OK,1967
74,"LEHLBACH, Frederick Reimold",1876,Representative,Republican,NJ,1937
74,"LEMKE, William",1878,Representative,Nonpartisan,ND,1950
74,"LESINSKI, John",1885,Representative,Democrat,MI,1950
74,"LEWIS, David John",1869,Representative,Democrat,MD,1952
74,"LEWIS, James Hamilton",1863,Senator,Democrat,IL,1939
74,"LEWIS, Lawrence",1879,Representative,Democrat,CO,1943
74,"LLOYD, Wesley",1883,Representative,Democrat,WA,1936
74,"LOFTIN, Scott Marion",1878,Senator,Democrat,FL,1953
74,"LOGAN, Marvel Mills",1874,Senator,Democrat,KY,1939
74,"LONERGAN, Augustine",1874,Senator,Democrat,CT,1947
74,"LONG, Huey Pierce",1893,Senator,Democrat,LA,1935
74,"LONG, Rose McConnell",1892,Senator,Democrat,LA,1970
74,"LORD, Bert",1869,Representative,Republican,NY,1939
74,"LUCAS, Scott Wike",1892,Representative,Democrat,IL,1968
74,"LUCKEY, Henry Carl",1868,Representative,Democrat,NE,1956
74,"LUDLOW, Louis Leon",1873,Representative,Democrat,IN,1950
74,"LUNDEEN, Ernest",1878,Representative,Farmer Laborite,MN,1940
74,"MAAS, Melvin Joseph",1898,Representative,Republican,MN,1964
74,"MAHON, Gabriel Heyward, Jr.",1889,Representative,Democrat,SC,1962
74,"MAHON, George Herman",1900,Representative,Democrat,TX,1985
74,"MAIN, Verner Wright",1885,Representative,Republican,MI,1965
74,"MALONEY, Francis Thomas",1894,Senator,Democrat,CT,1945
74,"MALONEY, Paul Herbert",1876,Representative,Democrat,LA,1967
74,"MANSFIELD, Joseph Jefferson",1861,Representative,Democrat,TX,1947
74,"MAPES, Carl Edgar",1874,Representative,Republican,MI,1939
74,"MARCANTONIO, Vito Anthony",1902,Representative,Republican,NY,1954
74,"MARSHALL, Leroy Tate",1883,Representative,Republican,OH,1950
74,"MARTIN, John Andrew",1868,Representative,Democrat,CO,1939
74,"MARTIN, Joseph William, Jr.",1884,Representative,Republican,MA,1968
74,"MASON, Harry Howland",1873,Representative,Democrat,IL,1946
74,"MASSINGALE, Samuel Chapman",1870,Representative,Democrat,OK,1941
74,"MAVERICK, Fontaine Maury",1895,Representative,Democrat,TX,1954
74,"MAY, Andrew Jackson",1875,Representative,Democrat,KY,1959
74,"McADOO, William Gibbs",1863,Senator,Democrat,CA,1941
74,"McANDREWS, James",1862,Representative,Democrat,IL,1942
74,"McCARRAN, Patrick Anthony (Pat)",1876,Senator,Democrat,NV,1954
74,"McCLELLAN, John Little",1896,Representative,Democrat,AR,1977
74,"McCORMACK, John William",1891,Representative,Democrat,MA,1980
74,"McDUFFIE, John",1883,Representative,Democrat,AL,1950
74,"McFARLANE, William Doddridge",1894,Representative,Democrat,TX,1980
74,"McGEHEE, Daniel Rayford",1883,Representative,Democrat,MS,1962
74,"McGILL, George",1879,Senator,Democrat,KS,1963
74,"McGRATH, John Joseph",1872,Representative,Democrat,CA,1951
74,"McGROARTY, John Steven",1862,Representative,Democrat,CA,1944
74,"McKELLAR, Kenneth Douglas",1869,Senator,Democrat,TN,1957
74,"McKEOUGH, Raymond Stephen",1888,Representative,Democrat,IL,1979
74,"McLAUGHLIN, Charles Francis",1887,Representative,Democrat,NE,1976
74,"McLEAN, Donald Holman",1884,Representative,Republican,NJ,1975
74,"McLEOD, Clarence John",1895,Representative,Republican,MI,1959
74,"McMILLAN, Thomas Sanders",1888,Representative,Democrat,SC,1939
74,"McNARY, Charles Linza",1874,Senator,Republican,OR,1944
74,"McREYNOLDS, Samuel Davis",1872,Representative,Democrat,TN,1939
74,"McSWAIN, John Jackson",1875,Representative,Democrat,SC,1936
74,"MEAD, James Michael",1885,Representative,Democrat,NY,1964
74,"MEEKS, James Andrew",1864,Representative,Democrat,IL,1946
74,"MERRITT, Matthew Joseph",1895,Representative,Democrat,NY,1946
74,"MERRITT, Schuyler",1853,Representative,Republican,CT,1953
74,"METCALF, Jesse Houghton",1860,Senator,Republican,RI,1942
74,"MICHENER, Earl Cory",1876,Representative,Republican,MI,1957
74,"MILLARD, Charles Dunsmore",1873,Representative,Republican,NY,1944
74,"MILLER, John Elvis",1888,Representative,Democrat,AR,1981
74,"MINTON, Sherman",1890,Senator,Democrat,IN,1965
74,"MITCHELL, Arthur Wergs",1883,Representative,Democrat,IL,1968
74,"MITCHELL, John Ridley",1877,Representative,Democrat,TN,1962
74,"MONAGHAN, Joseph Patrick",1906,Representative,Democrat,MT,1985
74,"MONTAGUE, Andrew Jackson",1862,Representative,Democrat,VA,1937
74,"MONTET, Numa Francois",1892,Representative,Democrat,LA,1985
74,"MOORE, Arthur Harry",1877,Senator,Democrat,NJ,1952
74,"MORAN, Edward Carleton, Jr.",1894,Representative,Democrat,ME,1967
74,"MORITZ, Theodore Leo",1892,Representative,Democrat,PA,1982
74,"MOTT, James Wheaton",1883,Representative,Republican,OR,1945
74,"MURDOCK, Orrice Abram, Jr. (Abe)",1893,Representative,Democrat,UT,1979
74,"MURPHY, Richard Louis",1875,Senator,Democrat,IA,1936
74,"MURRAY, James Edward",1876,Senator,Democrat,MT,1961
74,"NEELY, Matthew Mansfield",1874,Senator,Democrat,WV,1958
74,"NELSON, William Lester",1875,Representative,Democrat,MO,1946
74,"NICHOLS, John Conover",1896,Representative,Democrat,OK,1945
74,"NORBECK, Peter",1870,Senator,Republican,SD,1936
74,"NORRIS, George William",1861,Senator,Republican,NE,1944
74,"NORTON, Mary Teresa",1875,Representative,Democrat,NJ,1959
74,"NYE, Gerald Prentice",1892,Senator,Republican,ND,1971
74,"O'BRIEN, Thomas Joseph",1878,Representative,Democrat,IL,1964
74,"O'CONNELL, John Matthew",1872,Representative,Democrat,RI,1941
74,"O'CONNOR, John Joseph",1885,Representative,Democrat,NY,1960
74,"O'DAY, Caroline Love Goodwin",1875,Representative,Democrat,NY,1943
74,"O'LEARY, James Aloysius",1889,Representative,Democrat,NY,1944
74,"O'MAHONEY, Joseph Christopher",1884,Senator,Democrat,WY,1962
74,"O'MALLEY, Thomas David Patrick",1903,Representative,Democrat,WI,1979
74,"O'NEAL, Emmet",1887,Representative,Democrat,KY,1967
74,"OLIVER, William Bacon",1867,Representative,Democrat,AL,1948
74,"OVERTON, John Holmes",1875,Senator,Democrat,LA,1948
74,"OWEN, Emmett Marshall",1877,Representative,Democrat,GA,1939
74,"PALMISANO, Vincent Luke",1882,Representative,Democrat,MD,1953
74,"PAREDES, Quintin",1884,Resident Commissioner,Nationalist,PI,1973
74,"PARKS, Tilman Bacon",1872,Representative,Democrat,AR,1950
74,"PARSONS, Claude VanCleve",1895,Representative,Democrat,IL,1941
74,"PATMAN, John William Wright",1893,Representative,Democrat,TX,1976
74,"PATTERSON, Edward White",1895,Representative,Democrat,KS,1940
74,"PATTON, Nat",1881,Representative,Democrat,TX,1957
74,"PEARSON, Herron Carney",1890,Representative,Democrat,TN,1953
74,"PEPPER, Claude Denson",1900,Senator,Democrat,FL,1989
74,"PERKINS, Randolph",1871,Representative,Republican,NJ,1936
74,"PETERSON, Hugh",1898,Representative,Democrat,GA,1961
74,"PETERSON, James Hardin",1894,Representative,Democrat,FL,1978
74,"PETTENGILL, Samuel Barrett",1886,Representative,Democrat,IN,1974
74,"PEYSER, Theodore Albert",1873,Representative,Democrat,NY,1937
74,"PFEIFER, Joseph Lawrence",1892,Representative,Democrat,NY,1974
74,"PIERCE, Walter Marcus",1861,Representative,Democrat,OR,1954
74,"PITTENGER, William Alvin",1885,Representative,Republican,MN,1951
74,"PITTMAN, Key",1872,Senator,Democrat,NV,1940
74,"PLUMLEY, Charles Albert",1875,Representative,Republican,VT,1964
74,"POLK, James Gould",1896,Representative,Democrat,OH,1959
74,"POPE, James Pinckney",1884,Senator,Democrat,ID,1966
74,"POWERS, David Lane",1896,Representative,Republican,NJ,1968
74,"QUINN, James Leland",1875,Representative,Democrat,PA,1960
74,"RABAUT, Louis Charles",1886,Representative,Democrat,MI,1961
74,"RADCLIFFE, George Lovic Pierce",1877,Senator,Democrat,MD,1974
74,"RAMSAY, Robert Lincoln",1877,Representative,Democrat,WV,1956
74,"RAMSPECK, Robert C. Word",1890,Representative,Democrat,GA,1972
74,"RANDOLPH, Jennings",1902,Representative,Democrat,WV,1998
74,"RANKIN, John Elliott",1882,Representative,Democrat,MS,1960
74,"RANSLEY, Harry Clay",1863,Representative,Republican,PA,1941
74,"RAYBURN, Samuel Taliaferro",1882,Representative,Democrat,TX,1961
74,"REECE, Brazilla Carroll",1889,Representative,Republican,TN,1961
74,"REED, Chauncey William",1890,Representative,Republican,IL,1956
74,"REED, Daniel Alden",1875,Representative,Republican,NY,1959
74,"REILLY, Michael Kieran",1869,Representative,Democrat,WI,1944
74,"REYNOLDS, Robert Rice",1884,Senator,Democrat,NC,1963
74,"RICH, Robert Fleming",1883,Representative,Republican,PA,1968
74,"RICHARDS, James Prioleau",1894,Representative,Democrat,SC,1979
74,"RICHARDSON, William Emanuel",1886,Representative,Democrat,PA,1948
74,"RISK, Charles Francis",1897,Representative,Republican,RI,1943
74,"ROBERTSON, Absalom Willis",1887,Representative,Democrat,VA,1971
74,"ROBINSON, James William",1878,Representative,Democrat,UT,1964
74,"ROBINSON, Joseph Taylor",1872,Senator,Democrat,AR,1937
74,"ROBSION, John Marshall",1873,Representative,Republican,KY,1948
74,"ROGERS, Edith Nourse",1881,Representative,Republican,MA,1960
74,"ROGERS, Will",1898,Representative,Democrat,OK,1983
74,"ROGERS, William Nathaniel",1892,Representative,Democrat,NH,1945
74,"ROMJUE, Milton Andrew",1874,Representative,Democrat,MO,1968
74,"RUDD, Stephen Andrew",1874,Representative,Democrat,NY,1936
74,"RUSSELL, Richard Brevard, Jr.",1897,Senator,Democrat,GA,1971
74,"RUSSELL, Richard Manning",1891,Representative,Democrat,MA,1977
74,"RYAN, Elmer James",1907,Representative,Democrat,MN,1958
74,"SABATH, Adolph Joachim",1866,Representative,Democrat,IL,1952
74,"SADOWSKI, George Gregory",1903,Representative,Democrat,MI,1961
74,"SANDERS, Jared Young, Jr.",1892,Representative,Democrat,LA,1960
74,"SANDERS, Morgan Gurley",1878,Representative,Democrat,TX,1956
74,"SANDLIN, John Nicholas",1872,Representative,Democrat,LA,1957
74,"SAUTHOFF, Harry",1879,Representative,Progressive,WI,1966
74,"SCHAEFER, Edwin Martin",1887,Representative,Democrat,IL,1950
74,"SCHALL, Thomas David",1878,Senator,Republican,MN,1935
74,"SCHNEIDER, George John",1877,Representative,Progressive,WI,1939
74,"SCHUETZ, Leonard William",1887,Representative,Democrat,IL,1944
74,"SCHULTE, William Theodore",1890,Representative,Democrat,IN,1966
74,"SCHWELLENBACH, Lewis Baxter",1894,Senator,Democrat,WA,1948
74,"SCOTT, Byron Nicholson",1903,Representative,Democrat,CA,1991
74,"SCRUGHAM, James Graves",1880,Representative,Democrat,NV,1945
74,"SEARS, William Joseph",1874,Representative,Democrat,FL,1944
74,"SECREST, Robert Thompson",1904,Representative,Democrat,OH,1994
74,"SEGER, George Nicholas",1866,Representative,Republican,NJ,1940
74,"SHANLEY, James Andrew",1896,Representative,Democrat,CT,1965
74,"SHANNON, Joseph Bernard",1867,Representative,Democrat,MO,1943
74,"SHEPPARD, Morris",1875,Senator,Democrat,TX,1941
74,"SHIPSTEAD, Henrik",1881,Senator,Farmer Laborite,MN,1960
74,"SHORT, Dewey Jackson",1898,Representative,Republican,MO,1979
74,"SIROVICH, William Irving",1882,Representative,Democrat,NY,1939
74,"SISSON, Frederick James",1879,Representative,Democrat,NY,1949
74,"SMITH, Ellison DuRant",1864,Senator,Democrat,SC,1944
74,"SMITH, Howard Worth",1883,Representative,Democrat,VA,1976
74,"SMITH, John Joseph",1904,Representative,Democrat,CT,1980
74,"SMITH, Joseph Luther",1880,Representative,Democrat,WV,1962
74,"SMITH, Martin Fernard",1891,Representative,Democrat,WA,1954
74,"SNELL, Bertrand Hollis",1870,Representative,Republican,NY,1958
74,"SNYDER, John Buell",1877,Representative,Democrat,PA,1946
74,"SOMERS, Andrew Lawrence",1895,Representative,Democrat,NY,1949
74,"SOUTH, Charles Lacy",1892,Representative,Democrat,TX,1965
74,"SPENCE, Brent",1874,Representative,Democrat,KY,1967
74,"STACK, Michael Joseph",1888,Representative,Democrat,PA,1960
74,"STARNES, Joe",1895,Representative,Democrat,AL,1962
74,"STEAGALL, Henry Bascom",1873,Representative,Democrat,AL,1943
74,"STEFAN, Karl",1884,Representative,Republican,NE,1951
74,"STEIWER, Frederick",1883,Senator,Republican,OR,1939
74,"STEWART, John George",1890,Representative,Republican,DE,1970
74,"STUBBS, Henry Elbert",1881,Representative,Democrat,CA,1937
74,"SULLIVAN, Christopher Daniel",1870,Representative,Democrat,NY,1942
74,"SUMNERS, Hatton William",1875,Representative,Democrat,TX,1962
74,"SUTPHIN, William Halstead",1887,Representative,Democrat,NJ,1972
74,"SWEENEY, Martin Leonard",1885,Representative,Democrat,OH,1960
74,"TABER, John",1880,Representative,Republican,NY,1965
74,"TARVER, Malcolm Connor",1885,Representative,Democrat,GA,1960
74,"TAYLOR, Edward Thomas",1858,Representative,Democrat,CO,1941
74,"TAYLOR, James Willis",1880,Representative,Republican,TN,1939
74,"TAYLOR, John Clarence",1890,Representative,Democrat,SC,1983
74,"TERRY, David Dickson",1881,Representative,Democrat,AR,1963
74,"THOM, William Richard",1885,Representative,Democrat,OH,1960
74,"THOMAS, Elbert Duncan",1883,Senator,Democrat,UT,1953
74,"THOMAS, John William Elmer",1876,Senator,Democrat,OK,1965
74,"THOMAS, William David",1880,Representative,Republican,NY,1936
74,"THOMASON, Robert Ewing",1879,Representative,Democrat,TX,1973
74,"THOMPSON, Chester Charles",1893,Representative,Democrat,IL,1971
74,"THURSTON, Lloyd",1880,Representative,Republican,IA,1970
74,"TINKHAM, George Holden",1870,Representative,Republican,MA,1956
74,"TOBEY, Charles William",1880,Representative,Republican,NH,1953
74,"TOLAN, John Harvey",1877,Representative,Democrat,CA,1947
74,"TONRY, Richard Joseph",1893,Representative,Democrat,NY,1971
74,"TOWNSEND, John Gillis, Jr.",1871,Senator,Republican,DE,1964
74,"TRAMMELL, Park",1876,Senator,Democrat,FL,1936
74,"TREADWAY, Allen Towner",1867,Representative,Republican,MA,1947
74,"TRUAX, Charles Vilas",1887,Representative,Democrat,OH,1935
74,"TRUMAN, Harry S.",1884,Senator,Democrat,MO,1972
74,"TURNER, Clarence Wyly",1866,Representative,Democrat,TN,1939
74,"TURPIN, Charles Murray",1878,Representative,Republican,PA,1946
74,"TYDINGS, Millard Evelyn",1890,Senator,Democrat,MD,1961
74,"UMSTEAD, William Bradley",1895,Representative,Democrat,NC,1954
74,"UNDERWOOD, Mell Gilbert",1892,Representative,Democrat,OH,1972
74,"UTTERBACK, Hubert",1880,Representative,Democrat,IA,1942
74,"VAN NUYS, Frederick",1874,Senator,Democrat,IN,1944
74,"VANDENBERG, Arthur Hendrick",1884,Senator,Republican,MI,1951
74,"VINSON, Carl",1883,Representative,Democrat,GA,1981
74,"VINSON, Frederick Moore",1890,Representative,Democrat,KY,1953
74,"WADSWORTH, James Wolcott, Jr.",1877,Representative,Republican,NY,1952
74,"WAGNER, Robert Ferdinand",1877,Senator,Democrat,NY,1953
74,"WALLGREN, Monrad Charles",1891,Representative,Democrat,WA,1961
